Sex,SmokingStatus,IssueAge,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
M,SM,26,0.37,0.42,0.45,0.48,0.52,0.58,0.64,0.72,0.79,0.88,0.97,1.08,1.30,1.53,1.75,1.99,2.23,2.44,2.62,2.81,3.02,3.23,3.47,3.73,4.03,4.37,4.74,5.16,5.64,6.17,6.78,7.48,8.27,9.17,10.21,11.39,12.73,14.19,15.81,17.57,19.44,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,27,0.34,0.40,0.44,0.48,0.54,0.61,0.68,0.76,0.85,0.94,1.05,1.19,1.44,1.69,1.93,2.17,2.39,2.59,2.79,3.01,3.23,3.47,3.73,4.03,4.37,4.74,5.16,5.64,6.17,6.78,7.48,8.27,9.17,10.21,11.39,12.73,14.19,15.81,17.57,19.44,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,28,0.31,0.39,0.45,0.51,0.58,0.66,0.73,0.81,0.91,1.02,1.16,1.32,1.59,1.85,2.09,2.32,2.53,2.75,3.00,3.22,3.46,3.72,4.02,4.36,4.74,5.16,5.64,6.17,6.78,7.48,8.27,9.17,10.21,11.39,12.73,14.19,15.81,17.57,19.44,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,29,0.31,0.41,0.49,0.57,0.65,0.72,0.80,0.88,0.98,1.12,1.28,1.46,1.74,1.99,2.21,2.43,2.68,2.94,3.21,3.45,3.72,4.02,4.36,4.74,5.16,5.64,6.17,6.78,7.48,8.27,9.17,10.21,11.39,12.73,14.19,15.81,17.57,19.44,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,30,0.31,0.43,0.55,0.63,0.72,0.79,0.86,0.95,1.08,1.25,1.42,1.60,1.87,2.11,2.31,2.56,2.87,3.15,3.45,3.72,4.01,4.35,4.73,5.16,5.63,6.17,6.78,7.48,8.27,9.17,10.21,11.39,12.73,14.19,15.81,17.57,19.44,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,31,0.31,0.46,0.60,0.70,0.79,0.85,0.93,1.04,1.20,1.39,1.56,1.73,1.99,2.21,2.44,2.74,3.08,3.39,3.71,4.01,4.35,4.73,5.15,5.63,6.16,6.78,7.48,8.27,9.17,10.21,11.39,12.73,14.19,15.81,17.57,19.44,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,32,0.32,0.48,0.64,0.75,0.85,0.92,1.01,1.15,1.33,1.53,1.70,1.86,2.09,2.33,2.61,2.95,3.31,3.65,4.01,4.34,4.72,5.15,5.62,6.16,6.77,7.48,8.27,9.17,10.21,11.39,12.73,14.19,15.81,17.57,19.44,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,33,0.33,0.51,0.68,0.79,0.89,1.00,1.11,1.28,1.47,1.66,1.79,1.96,2.22,2.51,2.81,3.18,3.57,3.94,4.34,4.72,5.14,5.61,6.15,6.76,7.47,8.27,9.17,10.21,11.39,12.73,14.19,15.81,17.57,19.44,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,34,0.33,0.53,0.72,0.83,0.94,1.07,1.22,1.40,1.59,1.75,1.87,2.10,2.39,2.71,3.04,3.43,3.87,4.28,4.71,5.14,5.61,6.14,6.75,7.46,8.26,9.17,10.21,11.39,12.73,14.19,15.81,17.57,19.44,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,35,0.34,0.55,0.77,0.87,1.01,1.16,1.34,1.52,1.68,1.81,2.01,2.27,2.59,2.93,3.30,3.73,4.20,4.65,5.13,5.60,6.14,6.74,7.46,8.26,9.17,10.21,11.39,12.73,14.19,15.81,17.57,19.44,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,36,0.36,0.58,0.82,0.94,1.09,1.27,1.45,1.62,1.72,1.92,2.19,2.47,2.82,3.19,3.59,4.06,4.57,5.06,5.60,6.13,6.73,7.45,8.25,9.16,10.21,11.39,12.73,14.19,15.81,17.57,19.44,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,37,0.38,0.62,0.89,1.03,1.20,1.38,1.54,1.65,1.83,2.11,2.39,2.70,3.08,3.48,3.92,4.44,4.99,5.53,6.12,6.72,7.44,8.25,9.16,10.20,11.39,12.73,14.19,15.81,17.57,19.44,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,38,0.41,0.68,0.98,1.13,1.30,1.47,1.59,1.76,2.02,2.33,2.63,2.96,3.38,3.83,4.31,4.87,5.46,6.05,6.71,7.44,8.25,9.15,10.20,11.39,12.73,14.19,15.81,17.57,19.44,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,39,0.45,0.75,1.06,1.23,1.39,1.53,1.70,1.96,2.24,2.57,2.90,3.27,3.73,4.23,4.76,5.35,5.99,6.63,7.43,8.24,9.15,10.20,11.39,12.73,14.19,15.81,17.57,19.44,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,40,0.50,0.83,1.15,1.32,1.47,1.64,1.90,2.18,2.49,2.85,3.21,3.62,4.14,4.69,5.26,5.90,6.58,7.39,8.24,9.15,10.20,11.39,12.73,14.19,15.80,17.57,19.44,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,41,0.55,0.91,1.23,1.40,1.58,1.84,2.13,2.44,2.77,3.15,3.56,4.03,4.60,5.21,5.83,6.51,7.36,8.23,9.14,10.20,11.39,12.73,14.18,15.79,17.56,19.44,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,42,0.60,0.99,1.29,1.51,1.76,2.06,2.38,2.71,3.08,3.50,3.96,4.48,5.13,5.79,6.47,7.28,8.23,9.14,10.19,11.38,12.73,14.18,15.77,17.55,19.43,21.40,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,43,0.65,1.05,1.38,1.65,1.96,2.30,2.66,3.02,3.42,3.89,4.41,5.00,5.72,6.45,7.23,8.18,9.13,10.19,11.38,12.73,14.18,15.76,17.54,19.43,21.39,23.50,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,44,0.69,1.13,1.49,1.82,2.18,2.57,2.96,3.35,3.80,4.33,4.92,5.60,6.40,7.20,8.09,9.13,10.19,11.38,12.73,14.17,15.75,17.54,19.43,21.39,23.49,25.81,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,45,0.74,1.23,1.63,2.01,2.43,2.87,3.29,3.72,4.22,4.84,5.51,6.28,7.17,8.06,9.06,10.19,11.38,12.72,14.17,15.74,17.53,19.43,21.38,23.47,25.77,28.42,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,46,0.80,1.33,1.78,2.24,2.72,3.19,3.64,4.13,4.70,5.41,6.19,7.10,8.04,9.05,10.15,11.38,12.72,14.16,15.73,17.52,19.42,21.38,23.46,25.73,28.36,31.38,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,47,0.87,1.45,1.97,2.50,3.04,3.55,4.04,4.58,5.24,6.06,7.05,8.04,9.04,10.15,11.38,12.72,14.16,15.71,17.51,19.42,21.37,23.45,25.69,28.30,31.32,34.66,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,48,0.95,1.58,2.18,2.82,3.41,3.94,4.47,5.08,5.86,6.98,8.03,9.02,10.15,11.37,12.72,14.16,15.70,17.50,19.42,21.37,23.44,25.64,28.24,31.27,34.63,38.19,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,49,1.03,1.72,2.44,3.18,3.81,4.37,4.96,5.66,6.87,8.03,9.00,10.12,11.37,12.72,14.15,15.69,17.49,19.42,21.37,23.42,25.60,28.18,31.21,34.59,38.13,41.85,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,50,1.13,1.89,2.75,3.61,4.28,4.86,5.56,6.69,8.03,8.99,10.09,11.35,12.72,14.15,15.68,17.48,19.41,21.36,23.36,25.56,28.12,31.15,34.56,38.07,41.79,45.53,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,51,1.24,2.08,3.11,4.11,4.80,5.48,6.58,7.88,8.97,10.06,11.32,12.70,14.14,15.67,17.46,19.41,21.35,23.29,25.47,28.06,31.09,34.53,38.01,41.72,45.46,49.18,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,52,1.37,2.29,3.53,4.68,5.42,6.44,7.71,8.88,10.03,11.30,12.68,14.13,15.65,17.45,19.38,21.34,23.23,25.37,28.00,31.04,34.49,37.95,41.66,45.38,49.01,52.80,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,53,1.51,2.54,4.02,5.34,6.27,7.49,8.70,10.00,11.27,12.66,14.11,15.64,17.43,19.35,21.31,23.16,25.28,27.94,30.98,34.46,37.89,41.60,45.31,48.83,52.56,56.52,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,54,1.66,2.82,4.59,6.09,7.23,8.46,9.80,11.25,12.63,14.10,15.63,17.42,19.32,21.28,23.10,25.19,27.87,30.92,34.42,37.83,41.54,45.23,48.66,52.32,56.37,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,55,1.84,3.14,5.23,6.94,8.19,9.55,11.02,12.61,14.09,15.62,17.40,19.29,21.25,23.03,25.09,27.81,30.87,34.39,37.77,41.47,45.15,48.48,52.08,56.23,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,56,2.04,3.50,5.95,7.87,9.24,10.73,12.34,14.07,15.60,17.38,19.26,21.22,22.96,25.00,27.75,30.81,34.35,37.71,41.41,45.08,48.31,51.83,56.05,60.46,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,SM,57,2.26,3.91,6.73,8.89,10.38,12.00,13.75,15.59,17.37,19.23,21.19,22.90,24.91,27.69,30.75,34.32,37.65,41.35,45.00,48.13,51.59,55.87,60.42,64.75,69.32,75.15,82.72,91.32,101.08,112.05,124.20,137.23,150.78,164.53,178.06,191.17,203.55,214.64,226.52,241.13,257.32,275.30,294.79,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
